ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FLAG_NM,REGIST_AT,TEL_NO,OPNNG_DE,REGIST_DC,REGIST_DE,REGIST_NO,HMPG_ADDR,SOUND_PROVD_AT,SOUND_UTILIIZA_PRICE,MOBILE_PROVD_AT,LND_AR_VALUE,BULD_AR_VALUE,DSPY_AR_CN,AR_CN,EDC_FCLTY_AR_VALUE,OFFM_AR_CN,DATA_SPCE_AR_VALUE,DATA_CO,PBLPRFR_CAS_CO,TOT_PROGRM_CO,OPNNG_DAY_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,VIEWNG_PRICE,INFN_VIEWNG_PRICE,SCHBOY_VIEWNG_PRICE,MSKLSD_VIEWNG_PRICE,ADULT_VIEWNG_PRICE,GRP_DSCNT_RT,ETC_DSCNT_RT,DSCNT_CN,FRE_TRGET_CN,SPECL_VIEWNG_PRICE,INFN_SPECL_VIEWNG_PRICE,SCHBOY_SPECL_VIEWNG_PRICE,MSKLSD_SPECL_VIEWNG_PRICE,ADULT_SPECL_VIEWNG_PRICE,GRP_SPECL_VIEWNG_RT,ETC_SPECL_VIEWNG_DSCNT_RT,ETC_SPECL_VIEWNG_DSCNT_CN,FRE_SPECL_VIEWNG_PRICE,NMPR_CO,GVRNM_EMP_SM_CO,QUALF_HOLD_CO,TOT_CNTRCT_EMP_CO,CNTRCT_EMP_CRTFCT_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_INTN_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,CURTR_QUALF_HOLD_CO,CURTR_NTHG_QUALF_HOLD_CO,PRFSN_CO,GNRL_EMP_CO,PRVATE_INTN_CO,PRVATE_VLNTER_CO,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDMART22N000000071,문화시설,미술관,광주시립미술관,광주,북구,2917010900,운암동,2917060200,운암2동,2.91703E+11,광주 북구 하서로 52,61104,다라440877,126.8857358,35.1832331,공립,등록,062-613-7113,1992.08.01,Y,1993.02.11,광주 공립13-1993-01호,https://artmuse.gwangju.go.kr/,N,,Y,143293,13330,2921,1408,680,584,145,13010,연12회,56,310,113718,366.8322581,,,,,,,,,전체,,,,,,,,,,11,11,24,,,24,1,4,22,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000072,문화시설,미술관,시화문화마을금봉미술관,광주,북구,2917011300,각화동,2917065000,문화동,2.91702E+11,광주 북구 각화대로 91,61142,다라490872,126.9404082,35.1795643,공립,등록,062-269-9883,2015.06.04.,Y,2015.09.21,광주-공립13-2015-01호,bukgu.gwangju.kr/shihwa/,N,,N,8898,982.94,391,31,,33,,,연11회,8,309,9743,31.53074434,,,,,,,,,전체,,,,,,,,,전체,,,,,,,1,,1,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000073,문화시설,미술관,양림미술관,광주,남구,2915511300,양림동,2915551000,양림동,2.91553E+11,광주 남구 제중로 70,61640,다라465829,126.9129673,35.1405537,공립,미등록,062-607-2315,2012.12.27,N,미등록,미등록,https://blog.naver.com/yangrimart,N,,N,158,318,318,,,,,,연9회,,242,3000,12.39669421,,,,,,,,,전체,,,,,,,,,전체,,,2,,,2,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000074,문화시설,미술관,이강하미술관,광주,남구,2915511300,양림동,2915551000,양림동,#N/A,광주 남구 3.1만세운동길 6,61663,다라467825,126.9156646,35.1369073,공립,등록,062-674-8515,2018.02.09,Y,2018.07.02,광주-공립13-2018-02호,www.lkh-artmuseum.com,N,,N,373,489,200,55,37,18,37,100,연5회,3,200,3000,15,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,1,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000075,문화시설,미술관,국윤미술관,광주,동구,2911011900,소태동,2911073000,지원1동,2.91103E+11,광주 동구 의재로 82,61496,다라486820,126.9365211,35.1318924,사립,등록,062-232-7335,2008.07.21,Y,2008.06.17,광주-사립13-2008-01호,http://cafe.daum.net/yywol,N,,N,248,569,242,139,,82,,,연2회,10,250,1937,7.748,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,4,2,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000076,문화시설,미술관,드영미술관,광주,동구,2911012100,운림동,2911071000,학운동,2.91104E+11,광주 동구 성촌길 6,61493,다라502822,126.9534815,35.1342979,사립,등록,062-223-6515,2018.05.01,Y,2018.05.11,광주-사립13-2018-01호,www.deyoungmuseum.co.kr,N,,N,1405,964,376,41,70,88,,,연6회,8,320,2700,8.4375,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000077,문화시설,미술관,무등현대미술관,광주,동구,2911012100,운림동,2911071000,학운동,2.91104E+11,광주 동구 증심사길 9,61493,다라502822,126.9537242,35.134182,사립,등록,062-223-6677,2007.10.02,Y,2007.07.26,광주-사립13-2007-01호,www.mdmoca.co.kr,N,,N,1388,605,441,67,100,16,43,2000,연2회,11,302,2096,6.940397351,,,,,,,,,전체,"2,000",,"1,000","1,000","2,000",10,50,"예술인패스, 다둥이카드, 장애인,,문화의 날(50%) 할인 등","만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등",,,,,,,,,,3,,1,1,1,2,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000078,문화시설,미술관,소암미술관,광주,남구,2915510300,서동,2915554500,사직동,2.91553E+11,광주 남구 중앙로 83-1,61637,다라459833,126.9070168,35.1437838,사립,등록,062-671-7711,2017.07.12,Y,2017.08.22,광주-사립13-2017-02호,www.soam-museum.com,N,,N,335,221,159,26,,9,10,120,연5회,3,224,4214,18.8125,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,3,,,,,1,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000079,문화시설,미술관,우제길미술관,광주,동구,2911012100,운림동,2911071000,학운동,2.91103E+11,광주 동구 의재로 140-6,61494,다라492819,126.9430427,35.1318076,사립,등록,062-224-6601,1999.09.01,Y,2001.04.13,광주-사립13-2001-01호,www.wooart.co.kr,N,,N,1326,1139,165,84,129,60,,,연6회,3,313,1000,3.194888179,"1,500","1,500","1,500","1,500","1,500",,,문화누리카드 할인,"만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등","3,000","3,000","3,000","3,000","3,000",,,문화누리카드 할인,"만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 장애인(1~3급) 등",,,,,,,,,,1,,3,3,3,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000080,문화시설,미술관,은암미술관,광주,동구,2911010500,대의동,2911052500,충장동,2.91104E+11,광주 동구 서석로85번길 8-12,61474,다라472840,126.9206546,35.1500135,사립,등록,062-226-6677,2010.06.18,Y,2011.03.15,광주-사립21-2011-01호,www.eunam.org,N,,N,441,2608,398,42,55,39,10,10000,연13회,7,310,5571,17.97096774,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,6,,,,,2,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000081,문화시설,미술관,의재미술관,광주,동구,2911012100,운림동,2911071000,학운동,2.91104E+11,광주 동구 증심사길 155,61493,다라514817,126.9673915,35.1293706,사립,등록,062-222-3040,2001.11.17,Y,2004.08.18,광주-사립13-2004-01호,www.uijae.org,N,,N,6048,1562,630,80,70,141,,,연3회,4,91,3500,38.46153846,"2,000",-,-,"1,000","1,000",50,,,"13세 이하, 65세 이상 관람객,장애인, 국가유공자","2,000",,-,"1,000","1,000",50,,,"13세 이하, 65세 이상 관람객,장애인, 국가유공자",,,,,,,,,,2,,1,1,1,1,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000082,문화시설,미술관,주안미술관,광주,동구,2911010100,대인동,2911052500,충장동,2.91103E+11,광주 동구 제봉로 197,61473,다라467843,126.9156585,35.153375,사립,등록,062-222-2083,2015.12.01,Y,2015.12.01,광주-사립13-2015-02호,http://blog.naver.com/juanartmuseum,N,,N,202.52,131,125,25,,12.53,40,350,연6회,27,363,869,2.393939394,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,2,,3,3,3,,수시,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000083,문화시설,미술관,광주대학교 호심미술관,광주,남구,2915510800,진월동,2915570500,진월동,2.91553E+11,광주 남구 효덕로 277,61743,다라449791,126.8961699,35.1059037,대학,등록,062-670-2173,2017.01.01,Y,2019.10.04,광주-대학21-2019-01호,http://www.gwangju.ac.kr/html/kr/,N,,N,1991.7,405,203,68,67.5,33.75,,,연11회,,200,7648,38.24,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,,1,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000084,문화시설,미술관,조선대학교 미술관,광주,동구,2911011800,서석동,2911065500,서남동,2.91102E+11,광주 동구 필문대로 309,61452,다라477833,126.9259298,35.1436427,대학,등록,"062-230-7832, 6767",1987.12.20,Y,2008.12.17,광주-대학13-2008-02호,http://blog.naver.com/cuma7832,N,,N,3239,1469,1057,157,163,62,,,연4회,,327,9662,29.54740061,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,4,,,,,3,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000085,문화시설,미술관,대전시립미술관,대전,서구,3017012800,만년동,3017065000,만년동,3.01702E+11,대전 서구 둔산대로 155,35204,다바897188,127.3857263,36.3670479,공립,등록,042-270-7370,1998.4.15,Y,1998.06.29,대전-공립13-1998-01호,www.daejeon.go.kr/dma,N,,Y,648716,8427,2954,726,426,205,164,21910,연16회,15,143,75329,526.7762238,500,300,300,300,500,20,100,매월 마지막 주 수요일 무료,"국빈 외국 사절단 및 그 수행자, 6세 이하 어린이, 65세 이상 노인, 장애인 등록증 소지자, 국가 유공자, 독립 유공자, 참전 유공자, 고엽제후유증자, 5·18 유공자, 특수임무유공자, 억류지 출신 포로가족, 의사상자, 공무수행자, 꿈나라 사랑카드 소지자, 대전광역시 명예시민증 소지자, 투표 참여자 등","15,000","9,000","9,000","12,000","12,000",20,20,"국군장병, 예술인 패스 소지자 등,매월 마지막 주 수요일 무료","6세 이하, 65세 이상, 장애인, 유공자, 꿈나무 사랑카드 소지자, 명예시민증 소지자 등",4,4,14,6,,14,4,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000086,문화시설,미술관,이응노미술관,대전,서구,3017012800,만년동,3017065000,만년동,3.01702E+11,대전 서구 둔산대로 157,35204,다바898188,127.3870189,36.3668682,공립,등록,042-611-9800,2007.05.03,Y,2012.02.09,대전-공립13-2012-01호,www.leeungnomuseum.or.kr/,N,,Y,8100,2700.3,472,569,154.44,111,57,2155,,10,248,27436,110.6290323,,,,,,,,,,500,무료,300,300,300,20,무료,"예술인패스, 문화가 있는 날(무료), 다자녀 우대 카드 등","노인(65세 이상) 및 유아(6세 이하), 장애인(1급~3급) 및 보호자, 고엽제 후유의증 환자증 소지자, 유공자(국가유공자, 독립유공자, 5.18민주 유공자, 참전유공자, 특수임무유공자) 및 유족증 소지자, 명예시민증 소지자(배우자포함),  선거 투표 참여자(투표확인증), 다자녀 우대 ‘꿈나무 사랑카드’소지자 전원,  이응노미술관 개인, 법인 멤버십 회원 등",4,4,,5,,,,,25,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000087,문화시설,미술관,남철미술관(휴관),대전,서구,3017010800,괴정동,3017056000,괴정동,3.01703E+11,대전 서구 갈마로 173-1,35290,다바888157,127.3759676,36.3389719,사립,등록,042-525-2094,2001.11.24,Y,2001.06.11,대전-사립13-2001-02호,,N,,N,524,381,331,99,,49,15,,연0회,,휴관,휴관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000088,문화시설,미술관,성암미술관,대전,유성구,3020011100,봉명동,3020053000,온천1동,3.02003E+11,대전 유성구 온천동로 19-1,34187,다바864173,127.3488413,36.3536797,사립,등록,042-822-7882,2011.12.27,Y,2011.12.22,대전-사립13-2011-01호,http://성암미술관.한국,N,,N,430,531,247,30,30,10,20,1000,연4회,1,117,338,2.888888889,,,,,,,,,,"4,000",무료,"3,000","3,000","4,000",50,25,"문화의날 50%할인,경로,장애인,군인 25%할인",미취학(유치원포함),,,,,,,,,,,1,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000089,문화시설,미술관,여진불교미술관,대전,유성구,3020014300,탑립동,3020060000,관평동,3.02003E+11,대전 유성구 엑스포로 624,34041,다바915237,127.4061155,36.4107703,사립,등록,042-934-8466,2005.11.22,Y,2005.11.21,대전-사립13-2005-03호,,N,,N,10321,1744,1604,33,,,,,연0회,,휴관,휴관,,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000090,문화시설,미술관,울산시립미술관,울산,중구,3111010400,북정동,3111058500,중앙동,#N/A,울산 중구 미술관길 72,44468,마마650306,129.3208019,35.5579087,공립,등록,052-211-3800,2022.01.06,Y,2021.12.23,울산-공립13-2021-01호,https://www.ulsan.go.kr/s/uam/,N,,N,6182,12829.95,2318,1016,530.96,344,149,393,,,,,,"1,000",-,-,-,"1,000",70,50,울산시민 500원,"* 한부모 가정, 다자녀 가정,* 65세 이상 노인 등등","1,000",,-,-,"1,000",70,50,울산시민 500원,"* 한부모 가정, 다자녀 가정,* 65세 이상 노인 등등",12,12,11,,,11,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000091,문화시설,미술관,경기도미술관,경기,안산시 단원구,4127310700,초지동,4127357000,초지동,4.12733E+11,경기 안산시 단원구 동산로 268,15385,다사388253,126.8099898,37.3250786,공립,등록,031-481-7000,2006.10.25,Y,2007.01.17,경기-공립13-2007-01호,http://gmoma.ggcf.kr,N,,N,10000,8277,2115,716,620,328,80,13961,연8회,20,205,144108,702.9658537,,,,,,,,,전체,,,,,,,,,전체,,,,,,,2,,26,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000092,문화시설,미술관,경기도자미술관,경기,이천시,4150010200,관고동,4150053000,관고동,4.15004E+11,경기 이천시 경충대로2697번길 231,17379,다사932196,127.4233575,37.2758319,공립,등록,031-645-0730,2001.08.10,Y,2007.02.16,경기-공립13-2007-02호,"www.kocef.org, www.kicb.or.kr",N,,N,197093,9359,1992,550,737,79,429,16474,연3회,3,276,22842,82.76086957,"3,000",,"2,000","2,000","3,000",30~50,30~50,"경기도민 할인,문화가 있는날 무료관람  ,문화비 소득공제","7세 이하 유아 및 만 65세 이상, 국가유공자, 기초생활수급대상자, 1~3급 장애인 및 동반자 1인, 단체 인솔자 및 교사(20명당 1인), 단체유치 여행사가이드 및 버스기사","3,000",,"2,000","2,000","3,000",30~50,30~50,"경기도민 할인,문화가 있는날 무료관람  ,문화비 소득공제","7세 이하 유아 및 만 65세 이상, 국가유공자, 기초생활수급대상자, 1~3급 장애인 및 동반자 1인, 단체 인솔자 및 교사(20명당 1인), 단체유치 여행사가이드 및 버스기사",,,,,,,2,,442,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000093,문화시설,미술관,경기생활도자미술관,경기,여주시,4167012000,천송동,4167053000,오학동,4.16704E+11,경기 여주시 신륵사길 7,12636,라사136223,127.6545462,37.300145,공립,등록,031-887-8250,2001.07.01,Y,2007.12.20,경기-공립13-2007-13호,"www.kocef.org, www.kicb.or.kr",N,,N,62581,2858,1258,223,,60,,,연4회,5,226,12518,55.38938053,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,384,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000094,문화시설,미술관,고양시립 아람미술관,경기,고양시 일산동구,4128510500,마두동,4128556000,마두1동,4.12853E+11,경기 고양시 일산동구 중앙로 1286,10409,다사360626,126.7744583,37.6614856,공립,등록,031-960-0180,2007.05.31,Y,2011.09.01,경기-공립13-2011-07호,www.artgy.or.kr,Y,3000,Y,54239,1961,1899,76,,60,,,연2회,8,175,14282,81.61142857,,,,,,,,,전체,"10,000 / 5,000","8,000 / 4,000",,,,25,50,"고양시민(50%), 문화의 날(50%),백신접종(50%) 등","24개월미만 만 65세 이상, 국가유공자, 장애인 등",6,6,,,,,1,1,224,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000095,문화시설,미술관,김홍도미술관,경기,안산시 상록구,4127110800,성포동,4127159000,성포동,4.12713E+11,경기 안산시 상록구 충장로 422,15294,다사425243,126.8517361,37.3160525,공립,등록,031-481-0505,2013.04.05,Y,2016.02.17,경기-공립13-2016-01호,https://www.ansanart.com,N,,N,11315,3072,2451,114,52,85,36,1000,연7회,3,310,22650,73.06451613,,,,,,,,,전체,"2,000",,,,,,50,"안산시민, 초중고, 군,경 등 50%할인","미취학(~7세), 65세이상, 장애인",,,,,,,2,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000096,문화시설,미술관,백남준아트센터,경기,용인시 기흥구,4146310300,상갈동,4146353000,상갈동,4.14633E+11,경기 용인시 기흥구 백남준로 10,17068,다사654189,127.1104379,37.2691466,공립,등록,031-201-8500,2008.10.08,Y,2008.09.08,경기-공립13-2008-16호,http://njp.ggcf.kr,Y,무료,Y,27614,5605,2355,309,117,476,273,9665,연2회,22,311,147966,475.7749196,,,,,,,,,전체,,,,,,,,,전체,,,,,,,5,,63,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000097,문화시설,미술관,성남큐브미술관,경기,성남시 분당구,4113510700,야탑동,4113564000,야탑3동,4.11352E+11,경기 성남시 분당구 성남대로 808,13514,다사673338,127.1305599,37.4029566,공립,등록,031-783-8000,2010.08.06,Y,2012.09.05,경기-공립21-2012-09호,www.snab.or.kr,N,,N,1131,4538,1131,132,,85,,,연10회,,281,29085,103.5053381,,,,,,,,,전체,,,,,,,,,"전체, ※단, 공동주최 전시는 전시별 상이",,,,,,,,1,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000098,문화시설,미술관,수원시립아이파크미술관,경기,수원시 팔달구,4111513000,신풍동,4111574000,행궁동,4.11153E+11,경기 수원시 팔달구 정조로 833,16252,다사570205,127.0158251,37.282705,공립,등록,031-228-3800,2015.10.08,Y,2017.11.21,경기-공립13-2017-05호,suma.suwon.go.kr,Y,무료,Y,6404,9661.94,2423,790,219,199,110,3712,연5회,17,234,24668,105.4188034,,,,,,,,,,"4,000",,"1,000","2,000","4,000",50,25,"문회의날, ICOM카드, 예술인 패스, 수원시 명예이민증 소지자 무료, 수원시민 25%, 자원봉사카드소지자 50%, 다자녀 50%","만7세 미만 어린이, 만65세이상 어르신, 장애의 정도가 심한장애인, 기초수급자, 국가보훈대상자 등",,,16,8,,16,,,564,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000099,문화시설,미술관,양주시립장욱진미술관,경기,양주시,4163034024,장흥면 석현리,4163034000,장흥면,4.16303E+11,경기 양주시 장흥면 권율로 193,11519,다사514704,126.9492504,37.7328163,공립,등록,031-8082-4245,2014.04.28,Y,2014.07.08,경기-공립13-2014-03호,http://changucchin.yangju.go.kr/,N,,N,11278.99,1851.58,482,107,158,60.2,45,300,연5회,22,"272,(코로나로 인한 휴관)",49471,182,"5,000",-,"1,000","1,000","5,000",20,,문화가있는날 무료,"영유아, 노인","5,000",,"1,000","1,000","5,000",20,,문화가있는날 무료,"영유아, 노인",,,2,4,,2,6,,6,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000100,문화시설,미술관,양평군립미술관,경기,양평군,4183025021,양평읍 양근리,4183025000,양평읍,4.18304E+11,경기 양평군 양평읍 문화복지길 2,12546,다사985442,127.4839989,37.4970994,공립,등록,031-775-8515,2011.12.16,Y,2012.12.17,경기-공립21-2012-11호,www.ymuseum.org,N,,N,8069,4185,1685,113,275,120,62,856,연16회,16,212,41138,194.0471698,,,,,,,,,,"1,000",500,500,700,"1,000",30,,"문화가 있는 날 무료입장(100%),그린카드 소지자 1인 무료 입장,예술인패스 30%","군인, 경로, 장애인, 유공자, 양평군민,36개월미만유아",,,,,,,4,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000101,문화시설,미술관,여주시 미술관 아트뮤지엄 려,경기,여주시,4167011200,상거동,4167025000,가남읍,4.16703E+11,경기 여주시 명품로 370,12646,라사095154,127.6078507,37.2380067,공립,등록,031-887-2630,2019.11.15,Y,2021.11.02,경기-공립21-2021-03호,www.yeoju.go.kr/ryeo,N,,N,5513.3,1986.22,335,40,111.62,42.93,32,,연2회,5,309,11162,36.12297735,,,,,,,,,전체,,,,,,,,,전체,,,,2,,,,,234,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000102,문화시설,미술관,오산시립미술관,경기,오산시,4137010900,은계동,4137051000,중앙동,4.13703E+11,경기 오산시 현충로 100,18131,다사624069,127.0770814,37.1602218,공립,등록,031-379-9940,2012.07.01,Y,2017.12.01,경기-공립13-2017-06호,www.osan.go.kr/arts,N,,Y,4160,3164,606,137,80,180,30,867,연6회,3,310,11240,36.25806452,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000103,문화시설,미술관,이천시립월전미술관,경기,이천시,4150010200,관고동,4150053000,관고동,4.15004E+11,경기 이천시 경충대로2709번길 185,17379,다사932201,127.4240472,37.2801666,공립,등록,031-637-0032,2007.08.14,Y,2008.03.31,경기-공립13-2008-05호,www.iwoljeon.org,Y,무료,N,9505,2008,637,107,78,219,,,연5회,9,304,9642,31.71710526,"2,000",,600,"1,000","1,000",,"30, ,50","그린카드 예술인패스(30%),이천시민 교류도시 군부대장병및가족 명예시민(50%)","만65세이상, 만6세이하, 국가유공자및유족, 독립유공자및유족, 518민주유공자및유족, 장애인","2,000",,600,"1,000","1,000",,"30%,,50%","그린카드 예술인패스(30%),이천시민 교류도시 군부대장병및가족 명예시민(50%)","만65세이상, 만6세이하, 국가유공자및유족, 독립유공자및유족, 518민주유공자및유족, 장애인",,,,,,,6,1,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000104,문화시설,미술관,CICA미술관,경기,김포시,4157025626,양촌읍 학운리,4157025600,양촌읍,4.15703E+11,경기 김포시 양촌읍 삼도로 196-30,10049,다사203569,126.5977739,37.6081972,사립,등록,031-988-6363,2016.08.16,Y,2015.07.07,경기-사립13-2015-05호,www.cicamuseum.com,N,,N,4959,712,600,99,56,33,,,연30회,21,250,2230,8.92,"7,000",부모동반시 무료,"5,000","6,000",,,,,초대장발부,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000105,문화시설,미술관,C ART MUSEUM,경기,양평군,4183038028,양동면 단석리,4183038000,양동면,4.18304E+11,경기 양평군 양동면 다락근이길 57-13,12538,라사210328,127.7373348,37.3948876,사립,등록,031-775-6945,2006.02.06,Y,2021.12.21,경기-사립13-2021-04호,www.catrmuseum.com,N,,N,230400,3219,1803,147,332,185,196,2000,연1~2회,,365,1600,4.383561644,"7,000","5,000","5,000","7,000","7,000",30,30,교회단체 30%할인,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000106,문화시설,미술관,가일미술관,경기,가평군,4182032527,청평면 삼회리,4182032500,청평면,4.18203E+11,경기 가평군 청평면 북한강로 1549,12458,다사893623,127.3794344,37.6604165,사립,등록,010-6208-4100,2003.05.02,Y,2005.02.17,경기-사립13-2005-03호,www.gailart.org,N,,N,3600,2300,1040,150,180,66,,,연2회,3,261,522,2,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,2,,1,1,1,,1,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000107,문화시설,미술관,구하우스 미술관,경기,양평군,4183035021,서종면 문호리,4183035000,서종면,4.18304E+11,경기 양평군 서종면 무내미길 49-12,12503,다사868559,127.3511444,37.6030516,사립,등록,031-774-7460,2016.07.01,Y,2016.09.27,경기-사립13-2016-09호,www.koohouse.org,Y,무료,Y,3205,1384,787,58,,106,52,400,연3회,2,192,23871,124.328125,"15,000","6,000","6,000","8,000","15,000",20,20,"65세이상, 양평군민,복지카드소지자",만36개월미만 유아,"15,000","6,000","6,000","8,000","15,000",20,20,"65세이상, 양평군민,복지카드소지자",만36개월미만 유아,,,,,,,,,,2,2,2,2,2,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000108,문화시설,미술관,근현대사미술관담다,경기,용인시 기흥구,4146311700,상하동,4146358600,상하동,4.14634E+11,경기 용인시 기흥구 강남동로140번길 1-6,16982,다사677198,127.1366654,37.2771847,사립,등록,031-283-7222,2019.06.14,Y,2020.04.09,경기_사립13_2020_03호,damdamuseum.modoo.at,N,,Y,828,413.99,167,21,32,22,20,5000,연19회,18,300,21000,70,"5,000","2,000","3,000","4,000","5,000",20,지역민30%,미술주간50%,국가유공자,"5,000","2,000","3,000","4,000","5,000",20,지역민30%,문화의 날(50%) 할인 등,"만 48개월 미만 유아, 국가보훈대상자, 기초수급자, 참여작가",,,,,,,,,,2,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
