ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FLAG_NM,REGIST_AT,TEL_NO,OPNNG_DE,REGIST_DC,REGIST_DE,REGIST_NO,HMPG_ADDR,SOUND_PROVD_AT,SOUND_UTILIIZA_PRICE,MOBILE_PROVD_AT,LND_AR_VALUE,BULD_AR_VALUE,DSPY_AR_CN,AR_CN,EDC_FCLTY_AR_VALUE,OFFM_AR_CN,DATA_SPCE_AR_VALUE,DATA_CO,PBLPRFR_CAS_CO,TOT_PROGRM_CO,OPNNG_DAY_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,VIEWNG_PRICE,INFN_VIEWNG_PRICE,SCHBOY_VIEWNG_PRICE,MSKLSD_VIEWNG_PRICE,ADULT_VIEWNG_PRICE,GRP_DSCNT_RT,ETC_DSCNT_RT,DSCNT_CN,FRE_TRGET_CN,SPECL_VIEWNG_PRICE,INFN_SPECL_VIEWNG_PRICE,SCHBOY_SPECL_VIEWNG_PRICE,MSKLSD_SPECL_VIEWNG_PRICE,ADULT_SPECL_VIEWNG_PRICE,GRP_SPECL_VIEWNG_RT,ETC_SPECL_VIEWNG_DSCNT_RT,ETC_SPECL_VIEWNG_DSCNT_CN,FRE_SPECL_VIEWNG_PRICE,NMPR_CO,GVRNM_EMP_SM_CO,QUALF_HOLD_CO,TOT_CNTRCT_EMP_CO,CNTRCT_EMP_CRTFCT_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_INTN_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,CURTR_QUALF_HOLD_CO,CURTR_NTHG_QUALF_HOLD_CO,PRFSN_CO,GNRL_EMP_CO,PRVATE_INTN_CO,PRVATE_VLNTER_CO,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMART23N000000015","문화시설","미술관","K현대미술관","서울","강남구","1168010700","신사동","1168054500","압구정동","116803122006","서울특별시 강남구 선릉로 807","06019","다사592473","127.0390789","37.5243773","사립","2종","02-2138-0952","2017.01.16","Y","2017.05.26","서울-사립21-2017-02호","www.kmcaseoul.org","Y","3000","N","1534","4968","3734","210","150","120",,,"연8회","5","310","124000","400",,,,,,,,,,"12000","8000","8000","10000","12000","20",,,,,,,,,,,,,"2",,,"2","4",,"2",,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000016","문화시설","미술관","OCI미술관","서울","종로구","1111012400","수송동","1111061500","종로1.2.3.4가동","111103100009","서울특별시 종로구 우정국로 45-14","03144","다사542527","126.9821333","37.573115","사립","1종","02-734-0440","2010.08.17","Y","2011.09.30","서울-사립13-2011-03호","ocimuseum.org","N",,"N","603.7","1925.9","785.6","568","299","102","49","2,750","연11회","9","147","4134","31",,,,,,,,,,,,,,,,,,"전체",,,,,,,,,,"6",,,,"1","1",,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000017","문화시설","미술관","금호미술관","서울","종로구","1111014400","사간동","1111054000","삼청동","111103100007","서울특별시 종로구 삼청로 18","03062","다사540532","126.9799116","37.5774749","사립","1종","02-720-5114","1996.11.22","Y","1996.11.22","서울-사립13-1996-02호","http://www.kumhomuseum.com/","N",,"N","682","2311","727","255","68","81",,,"연5회",,"211","25000","120",,,,,,,,,,"5000","3000","4000","4000","4000","경우에 따라 상이함","경우에 따라 상이함","매달 마지막 주 수요일(문화가 있는날)","기관장 및 학예사, 언론사, 36개월 미만 유아",,,,,,,,,,"2",,,"1","3","1",,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000018","문화시설","미술관","김세중미술관","서울","용산구","1117011900","효창동","1117058000","효창동","111704106552","서울특별시 용산구 효창원로70길35","04312","다사526493","126.963885","37.5420327","사립","2종","02-717-5129","2015.07.14","Y","2017.12.12","서울-사립21-2017-07호","www.kimsechoong.com","N",,"N","584","565","362","36",,"14","118","2,000","연7회","19","168","3335","20",,,,,,,,,"전체",,,,,,,,,"전체",,,,,,,,,,"2",,,"1",,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000019","문화시설","미술관","대림미술관","서울","종로구","1111010600","통의동","1111053000","사직동","111104100298","서울특별시 종로구 자하문로 4길 21","03044","다사534532","126.9733452","37.57749","사립","1종","02-720-0667","1996.05.21","Y","1996.11.22","서울-사립13-1996-03호","http://www.daelimmuseum.org/","Y","무료","Y","809.6","1211","763","116",,"137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,"10","1",,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000020","문화시설","미술관","디뮤지엄(대림미술관 분관)","서울","성동구","1120011400","성수동1가","1120065000","성수1가1동","112003005011","서울특별시 성동구 왕십리로 83-21","04769","다사597495","127.0438799","37.5444375","사립","1종","02-6233-7200","2015.09.01","Y","2017.03.22","서울-사립13-1996-03호","http://www.daelimmuseum.org/","Y","무료","Y","18315","3465","2839.376","192","229","117","44",,"연1회","17","224","114878","513","18000","6000","6000","9000","18000","20",,"20","만 36개월 미만 유아, 전시 재관람 방문객",,,,,,,,,,,,,,,,,,,"4",,,"4","20",,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000021","문화시설","미술관","롯데뮤지엄","서울","송파구","1171010200","신천동","1171071000","잠실6동","117103123023","서울특별시 송파구 올림픽로 300 롯데월드타워 7층","05551","다사648460","127.1027399","37.5129211","사립","1종","1544-7744","2018.01.25","Y","2022.07.01","서울-사립13-2022-02호","https://www.lottemuseum.com/","Y","무료","Y","4817","805872","1129.6","109",,"253","21",,"연3회","4","180","120000","600","19000","9000","9000","13000","19000","20","50","얼리버드 할인(50%), 송파구민(10%) 외","만 4세 미만(성인 동반시)",,,,,,,,,,,,,,,,,,,"6",,,"1",,"3",,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000022","문화시설","미술관","리움미술관","서울","용산구","1117013100","한남동","1117068500","한남동","111704106323","서울특별시 용산구 이태원로55길 60-16","04348","다사557489","126.9990564","37.5385066","사립","1종","02-2014-6900","2004.10.13","Y","2004.12.06","서울-사립13-2004-07호","www.leeum.org","Y","무료","N","4120","15016","3284",,"985","888","237",,"연9회","12","305","268261","880",,,,,,,,,"전체","12000","0","6000","6000","6000",,"50","50% 할인(만 65세 이상, 문화가 있는 날 등)","장애인(본인 및 동반 1인), 국가유공자(본인 및 동반 1인), 문화누리카드 소지자 등",,,,,,,,,,"19",,,"25",,,"103",,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000023","문화시설","미술관","밀알미술관","서울","강남구","1168011400","일원동","1168072000","일원본동","116803122009","서울특별시 강남구 일원로 90","06350","다사630430","127.0820775","37.4858209","사립","1종","02-3412-0061","1999.07.30","Y","1999.07.30","서울-사립13-1999-05호","www.milalmuseum.or.kr","N",,"N","9832","360","300","132",,"165",,"300","연7회",,"220","11197","51",,,,,,,,,"전체",,,,,,,,,,,,,,,,,,,"2",,,"1",,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000024","문화시설","미술관","사비나미술관","서울","은평구","1138011400","진관동","1138069000","진관동","113803111009","서울특별시 은평구 진관1로 93","03310","다사496591","126.9292761","37.630133","사립","1종","02-736-4371","1996.03","Y","2002.07.16","서울-사립13-2002-04호","www.savinamuseum.com","Y","무료","Y","876","1740","1327","127","204","100","19","8,000","연10회","14","299","8534","30","전시별 상이","전시별 상이","전시별 상이","전시별 상이","전시별 상이","1인당 1,000원 균일 할인","65세 이상, 복지카드 소유자 및 동반 1인, 국가유공자 50% 할인","미술관 멤버쉽 운영","36개월 미만 유아","전시별 상이","전시별 상이","전시별 상이","전시별 상이","전시별 상이","1인당 1,000원 균일 할인","65세 이상, 복지카드 소유자 및 동반 1인, 국가유공자 50%","미술관 멤버쉽 운영","36개월 미만 유아",,,,,,,,,,"8",,,"6","1",,"10",,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000025","문화시설","미술관","상원미술관","서울","종로구","1111018300","평창동","1111056000","평창동","111104100504","서울특별시 종로구 평창31길 27","03004","다사538570","126.9765582","37.6115499","사립","1종","02-396-3185","2003.09.23","Y","2005.06.09","서울-사립13-2005-04호","www.imageroot.co.kr","N",,"N","223","343","219","22",,"13","11","14,000","연4회","7","202","3168","15","2000","1000","1000","1000","2000","10","30~50","예술인패스소지자 30%, 지역주민 50% 등","만 65세 이상, 만 3세 미만, 국가유공자, 장애인, 멤버쉽카드 소지자 등","2000","1000","1000","1000","2000","10","30~50","예술인패스소지자 30%, 지역주민 50% 등","만 65세 이상, 만 3세 미만, 국가유공자, 장애인, 멤버쉽카드 소지자 등",,,,,,,,,,"3",,,"2",,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000026","문화시설","미술관","서울서예박물관","서울","서초구","1165010800","서초동","1165053000","서초3동","116502000003","서울특별시 서초구 남부순환로 2406","06757","다사570424","127.0146018","37.4801414","사립","1종","02-580-1300","1988.02.15","Y","2002.03.12","서울-사립13-2002-01호","www.sac.or.kr","N",,"N","2507","8917","1423","377","77","44",,"1,000","연19회(기획3건/대관16건)",,"197","71360",,,,,,,,,,,"0~15,000","0~8,000","0~8,000","0~12,000","0~15,000","정가에서 2,000",,"(증빙시, 전시별 상이),예술의전당 후원회원 2,000원 할인 (1인 4매),예술의전당 골드회원 2,000원 할인 (1인 4매),예술의전당 블루 · 그린회원, 예당우리V카드 2,000원 할인 (1인 2매),문화의날(50%),* 현장할인 입장가 30~50% 할인,경로우대(만65세 이상) 본인,장애인 1~3급/중증 본인 및 동반 1인,장애인 4~6급/경증, 국가유공자 본인 ,의상자, 국가유공자유족, 의사자유족 본인","전시별 상이",,,,,,,,,,"3",,,,"2","1",,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000027","문화시설","미술관","성곡미술관","서울","종로구","1111012100","신문로2가","1111053000","사직동","111104100010","서울특별시 종로구 경희궁길 42","03175","다사531527","126.9697478","37.5731788","사립","1종","02-737-7650","1995.11.08","Y","1995.10.23","서울-사립13-1995-02호","http://www.sungkokmuseum.org/","N",,"N","8389","5976","1454","216","108","165",,,"연13회",,"234","25000","110",,,,,,"20","20","20","10인 이상 단체, 예술인패스 소지자, 복지카드 소지자, 65세 이상","전시별 상이","0","0","할인 없음","할인 없음","20","20","20","10인 이상 단체, 예술인패스 소지자, 복지카드 소지자, 65세 이상",,,,,,,,,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000028","문화시설","미술관","세종문화회관 미술관","서울","종로구","1111011900","세종로","1111053000","사직동","111102005001","서울특별시 종로구 세종대로 175","03172","다사537526","126.9758963","37.5722501","사립","2종","02-399-1114","1978.04.14","Y","2015.12.16","서울-사립21-2015-09호","www.sejongpac.or.kr","전시별 상이",,"Y","55758","64058","5478","65","127","64","116","35,000","연3회",,"347","692584","1996",,,,,,,,,"전체","전시별 상이","전시별 상이","전시별 상이","전시별 상이","전시별 상이","전시별 상이",,"※ 그린카드/다둥이행복카드/서울시민카드/에코마일리지 10% ,※ 문화예술인할인 20%","국가유공자 및 동반 1인, ,장애인 1~3급 및 동반 1인, ,장애인 4~6급 본인 무료",,,,,,,,,,"3",,,,"5",,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
"KCDMART23N000000029","문화시설","미술관","세화미술관","서울","종로구","1111012000","신문로1가","1111053000","사직동","111103005004","서울특별시 종로구 새문안로 68","03184","다사533523","126.9721281","37.5696675","사립","1종","02-2002-7787","2017.10.30","Y","2017.01.31","서울-사립13-2017-01호","https://www.sehwamuseum.org","Y","무료","N","4815.3","2133","1124.8","145","44","34","27","500","연2-3회","12","180","15000","75",,,,,,,,,,"전시별 상이","무료","전시별 상이","전시별 상이","전시별 상이","100인 이상 20%","전시별 상이","전시별 상이","만 65세 이상, 국가유공자 및 장애인, 장애인 동반 보호자 1인, ICOM 회원",,,,,,,,,,,,,,,,,,"20240418","문화기반시설총람 2023","KC_478_DMSTC_MCST_ARTGR_2023","20231221"
